,payment_id,invoice_id,issued_date,status,amount
10595,10595,21033,2015-10-02,2,570
10596,10596,21035,2015-09-11,1,976
10597,10597,21041,2016-09-28,1,91
10598,10598,21054,2014-11-13,1,762
10599,10599,21055,2014-12-01,2,819
10600,10600,21056,2014-11-14,1,516
10601,10601,21057,2014-11-17,1,115
10602,10602,21059,2014-12-08,3,119
10603,10603,21063,2016-06-06,1,969
10604,10604,21064,2016-06-08,1,159
10605,10605,21038,2016-09-24,2,554
10606,10606,21042,2015-12-18,2,846
10607,10607,21047,2014-09-06,1,446
10608,10608,21048,2014-09-24,3,524
10609,10609,21049,2014-09-30,3,599
10610,10610,21053,2014-12-09,2,969
10611,10611,21061,2016-05-30,1,553
10612,10612,21065,2016-06-07,1,916
10613,10613,21066,2016-06-08,1,679
10614,10614,21070,2015-01-09,2,449
10615,10615,21080,2015-03-24,2,704
10616,10616,21072,2015-02-02,2,522
10617,10617,21082,2015-03-22,1,740
10618,10618,21075,2015-01-18,1,419
10619,10619,21084,2016-03-02,3,596
10620,10620,21085,2014-05-02,1,263
10621,10621,21076,2016-02-03,1,498
10622,10622,21077,2015-12-25,2,577
10623,10623,21087,2014-06-07,2,899
10624,10624,21090,2014-05-28,1,121
10625,10625,21093,2015-10-09,3,945
10626,10626,21094,2015-10-04,2,865
10627,10627,21097,2015-01-02,2,807
10628,10628,21098,2014-12-08,2,27
10629,10629,21100,2014-12-29,2,893
10630,10630,21102,2015-01-02,3,273
10631,10631,21104,2015-12-13,3,446
10632,10632,21106,2016-10-30,2,641
10633,10633,21095,2015-09-27,2,721
10634,10634,21108,2016-11-16,3,706
10635,10635,21115,2014-07-04,2,188
10636,10636,21122,2015-02-25,3,720
10637,10637,21124,2015-10-24,3,666
10638,10638,21127,2016-04-20,3,844
10639,10639,21128,2014-09-18,1,322
10640,10640,21130,2016-02-20,1,921
10641,10641,21131,2014-05-14,2,761
10642,10642,21132,2014-09-21,1,597
10643,10643,21133,2014-07-26,2,353
10644,10644,21136,2016-11-03,1,523
10645,10645,21145,2016-07-31,2,585
10646,10646,21148,2015-10-31,3,108
10647,10647,21150,2015-10-21,1,712
10648,10648,21153,2015-10-30,2,652
10649,10649,21152,2015-11-05,3,631
10650,10650,21154,2015-10-30,1,78
10651,10651,21155,2015-10-24,1,18
10652,10652,21156,2015-11-08,3,885
10653,10653,21162,2015-10-28,1,90
10654,10654,21170,2016-01-25,1,209
10655,10655,21171,2016-01-21,2,885
10656,10656,21178,2016-04-17,1,628
10657,10657,21174,2016-02-04,2,690
10658,10658,21179,2016-04-13,1,664
10659,10659,21181,2015-08-29,3,317
10660,10660,21183,2015-12-16,1,741
10661,10661,21185,2015-12-20,1,211
10662,10662,21189,2016-05-19,3,54
10663,10663,21190,2016-05-15,2,953
10664,10664,21116,2014-07-13,2,641
10665,10665,21191,2016-06-01,1,164
10666,10666,21121,2014-06-20,3,744
10667,10667,21125,2014-08-10,1,870
10668,10668,21126,2014-08-21,3,75
10669,10669,21146,2016-08-04,1,841
10670,10670,21157,2015-10-22,1,286
10671,10671,21163,2015-11-06,1,897
10672,10672,21165,2015-10-20,2,564
10673,10673,21167,2016-01-14,1,261
10674,10674,21169,2016-01-13,3,664
10675,10675,21182,2015-12-04,3,265
10676,10676,21193,2016-06-01,2,847
10677,10677,21188,2016-06-04,3,712
10678,10678,21194,2016-05-24,1,311
10679,10679,21195,2016-05-13,3,496
10680,10680,21197,2016-06-01,2,130
10681,10681,21198,2016-05-10,2,135
10682,10682,21200,2016-05-28,1,750
10683,10683,21201,2016-05-31,1,843
10684,10684,21202,2016-12-08,1,408
10685,10685,21211,2016-02-03,1,222
10686,10686,21208,2016-07-09,1,962
10687,10687,21213,2017-01-18,3,84
10688,10688,21212,2016-02-12,2,598
10689,10689,21217,2015-09-19,1,826
10690,10690,21214,2015-09-29,3,834
10691,10691,21223,2014-07-17,3,866
10692,10692,21216,2015-10-16,2,569
10693,10693,21224,2014-07-31,3,776
10694,10694,21218,2015-09-25,3,445
10695,10695,21225,2014-07-11,1,13
10696,10696,21220,2015-08-22,1,897
10697,10697,21228,2014-07-19,1,989
10698,10698,21230,2014-07-08,3,690
10699,10699,21222,2014-09-17,3,247
10700,10700,21232,2014-07-27,1,4
10701,10701,21233,2015-12-11,2,833
10702,10702,21235,2015-12-11,2,677
10703,10703,21236,2015-12-04,2,142
10704,10704,21241,2016-03-06,2,87
10705,10705,21244,2016-03-21,3,293
10706,10706,21245,2016-03-08,3,586
10707,10707,21249,2015-09-24,3,451
10708,10708,21250,2016-05-03,1,916
10709,10709,21251,2016-04-25,1,589
10710,10710,21252,2016-05-08,2,546
10711,10711,21257,2016-04-16,3,537
10712,10712,21258,2016-05-16,1,123
10713,10713,21259,2016-04-28,2,951
10714,10714,21260,2016-05-06,3,367
10715,10715,21261,2016-04-16,1,4
10716,10716,21262,2015-10-17,1,142
10717,10717,21264,2015-07-12,2,193
10718,10718,21266,2015-06-21,3,601
10719,10719,21268,2015-07-10,3,30
10720,10720,21269,2015-06-20,1,809
10721,10721,21270,2015-07-07,2,57
10722,10722,21271,2015-07-06,1,145
10723,10723,21272,2015-06-20,3,502
10724,10724,21273,2015-06-18,2,114
10725,10725,21286,2014-08-18,3,298
10726,10726,21291,2015-02-26,3,367
10727,10727,21292,2015-03-12,2,457
10728,10728,21297,2016-01-24,3,947
10729,10729,21300,2016-01-27,2,527
10730,10730,21302,2016-01-16,2,558
10731,10731,21304,2015-07-28,2,949
10732,10732,21306,2014-11-20,1,540
10733,10733,21310,2016-08-02,3,202
10734,10734,21312,2016-09-19,3,135
10735,10735,21303,2016-07-27,3,273
10736,10736,21305,2015-07-25,1,847
10737,10737,21309,2016-07-27,2,548
10738,10738,21318,2015-09-13,2,199
10739,10739,21322,2014-04-15,1,375
10740,10740,21276,2016-01-20,1,576
10741,10741,21324,2014-04-24,1,241
10742,10742,21278,2016-01-15,1,385
10743,10743,21281,2016-01-12,3,568
10744,10744,21290,2015-03-16,2,104
10745,10745,21323,2014-04-24,2,265
10746,10746,21327,2015-05-26,3,776
10747,10747,21336,2014-10-01,1,354
10748,10748,21326,2015-11-21,3,335
10749,10749,21328,2014-09-21,2,138
10750,10750,21332,2014-09-16,2,676
10751,10751,21337,2014-09-26,2,260
10752,10752,21338,2014-10-05,3,583
10753,10753,21340,2016-04-13,2,251
10754,10754,21344,2016-07-03,2,879
10755,10755,21346,2016-08-07,2,17
10756,10756,21348,2016-08-06,2,828
10757,10757,21351,2016-08-21,3,355
10758,10758,21352,2016-08-05,2,404
10759,10759,21358,2015-01-11,3,506
10760,10760,21360,2016-11-14,1,671
10761,10761,21362,2016-02-22,1,721
10762,10762,21363,2016-03-08,3,781
10763,10763,21364,2016-03-03,2,874
10764,10764,21365,2016-03-12,2,955
10765,10765,21366,2016-03-11,3,322
10766,10766,21368,2014-12-13,1,274
10767,10767,21373,2017-02-18,2,4
10768,10768,21374,2017-02-15,3,202
10769,10769,21375,2017-02-04,3,283
10770,10770,21377,2017-03-01,3,753
10771,10771,21380,2017-03-01,1,148
10772,10772,21382,2015-04-02,1,830
10773,10773,21383,2015-04-05,3,404
10774,10774,21397,2016-03-05,3,87
10775,10775,21399,2016-03-10,3,677
10776,10776,21401,2015-09-20,3,491
10777,10777,21388,2016-06-19,3,32
10778,10778,21389,2016-04-28,1,321
10779,10779,21390,2014-10-23,2,774
10780,10780,21394,2015-12-19,3,958
10781,10781,21400,2016-05-28,2,379
10782,10782,21402,2016-02-08,2,349
10783,10783,21405,2017-02-10,3,569
10784,10784,21406,2016-02-01,2,61
10785,10785,21407,2015-01-08,1,361
10786,10786,21411,2015-01-11,3,583
10787,10787,21413,2015-09-09,2,722
10788,10788,21415,2015-08-26,2,365
10789,10789,21417,2016-05-19,3,340
10790,10790,21419,2016-05-01,3,774
10791,10791,21421,2017-03-24,3,406
10792,10792,21425,2014-09-13,3,56
10793,10793,21428,2015-09-06,2,45
10794,10794,21427,2016-12-19,1,188
10795,10795,21432,2017-01-14,1,263
10796,10796,21440,2015-06-09,3,254
10797,10797,21414,2015-08-23,2,165
10798,10798,21444,2016-10-21,2,579
10799,10799,21416,2015-09-21,2,597
10800,10800,21420,2016-05-02,3,639
10801,10801,21422,2016-10-19,3,309
10802,10802,21435,2017-01-15,3,184
10803,10803,21437,2016-04-05,1,830
10804,10804,21443,2016-05-10,3,297
10805,10805,21446,2015-09-14,3,249
10806,10806,21447,2015-09-04,2,579
10807,10807,21448,2014-07-22,2,665
10808,10808,21449,2014-07-19,1,884
10809,10809,21452,2014-07-22,3,989
10810,10810,21453,2014-08-01,2,927
10811,10811,21455,2014-08-02,3,47
10812,10812,21457,2014-07-19,2,904
10813,10813,21458,2015-11-14,3,168
10814,10814,21460,2016-02-19,3,496
10815,10815,21464,2016-07-15,3,953
10816,10816,21465,2016-03-16,2,66
10817,10817,21473,2016-08-02,1,880
10818,10818,21475,2016-08-23,1,176
10819,10819,21477,2016-08-10,3,64
10820,10820,21474,2016-08-27,2,597
10821,10821,21476,2016-08-02,1,95
10822,10822,21478,2016-08-16,1,902
10823,10823,21482,2016-08-04,1,788
10824,10824,21484,2016-05-17,3,690
10825,10825,21486,2016-05-30,1,836
10826,10826,21487,2015-10-14,1,871
10827,10827,21488,2016-10-26,1,544
10828,10828,21489,2016-10-18,1,231
10829,10829,21490,2016-11-11,1,379
10830,10830,21491,2016-07-07,2,852
10831,10831,21492,2016-06-28,1,699
10832,10832,21493,2015-04-28,2,182
10833,10833,21497,2014-12-31,3,505
10834,10834,21499,2015-10-17,1,236
10835,10835,21498,2015-10-10,2,644
10836,10836,21504,2015-10-19,2,59
10837,10837,21512,2014-06-06,3,901
10838,10838,21513,2016-05-30,3,188
10839,10839,21516,2016-03-12,3,311
10840,10840,21520,2015-07-29,2,612
10841,10841,21521,2014-06-13,3,620
10842,10842,21522,2015-10-19,3,181
10843,10843,21524,2014-01-28,2,592
10844,10844,21525,2014-02-08,1,138
10845,10845,21526,2014-02-04,3,838
10846,10846,21527,2014-02-05,1,554
10847,10847,21534,2015-07-24,3,260
10848,10848,21535,2015-08-16,3,185
10849,10849,21536,2015-07-31,2,337
10850,10850,21538,2015-08-02,3,599
10851,10851,21539,2015-11-06,3,45
10852,10852,21543,2015-11-18,2,910
10853,10853,21558,2015-09-06,2,318
10854,10854,21569,2015-03-19,2,498
10855,10855,21573,2015-03-13,3,105
10856,10856,21568,2015-03-16,1,77
10857,10857,21570,2015-02-27,2,232
10858,10858,21574,2015-02-25,3,906
10859,10859,21545,2015-11-01,2,277
10860,10860,21576,2015-01-15,3,545
10861,10861,21547,2015-06-15,2,143
10862,10862,21581,2016-06-19,2,638
10863,10863,21549,2015-12-14,1,361
10864,10864,21583,2016-06-17,3,255
10865,10865,21551,2015-07-03,3,358
10866,10866,21584,2016-06-11,1,399
10867,10867,21553,2015-07-20,3,981
10868,10868,21588,2015-12-14,3,769
10869,10869,21596,2016-11-28,2,682
10870,10870,21555,2015-07-17,3,376
10871,10871,21598,2016-11-28,2,684
10872,10872,21563,2015-03-05,1,513
10873,10873,21604,2014-07-03,2,981
10874,10874,21565,2015-03-04,3,479
10875,10875,21567,2015-02-28,3,175
10876,10876,21594,2016-12-16,2,290
10877,10877,21595,2016-12-17,1,854
10878,10878,21597,2016-11-26,2,936
10879,10879,21600,2016-12-17,3,936
10880,10880,21603,2016-08-30,3,63
10881,10881,21605,2014-07-04,1,832
10882,10882,21606,2014-07-30,2,977
10883,10883,21608,2015-05-25,1,744
10884,10884,21610,2015-08-30,2,787
10885,10885,21611,2016-04-24,3,476
10886,10886,21612,2016-05-02,3,469
10887,10887,21614,2016-05-02,2,281
10888,10888,21615,2016-05-01,2,159
10889,10889,21616,2016-04-28,2,119
10890,10890,21617,2016-03-08,3,54
10891,10891,21621,2016-06-14,3,195
10892,10892,21624,2016-06-06,2,844
10893,10893,21631,2017-01-18,1,667
10894,10894,21634,2016-02-16,3,746
10895,10895,21655,2015-04-28,3,527
10896,10896,21657,2016-04-06,3,949
10897,10897,21663,2014-09-08,2,694
10898,10898,21665,2014-09-09,2,239
10899,10899,21666,2014-09-12,1,984
10900,10900,21667,2015-08-28,1,916
10901,10901,21668,2015-08-23,3,237
10902,10902,21670,2015-08-06,1,609
10903,10903,21673,2015-08-07,3,262
10904,10904,21678,2015-08-28,1,787
10905,10905,21679,2015-08-10,2,327
10906,10906,21680,2015-08-09,1,796
10907,10907,21681,2015-08-11,1,979
10908,10908,21686,2015-11-20,3,795
10909,10909,21688,2015-06-30,2,306
10910,10910,21639,2014-09-01,3,344
10911,10911,21642,2015-10-31,1,420
10912,10912,21643,2015-11-25,2,904
10913,10913,21644,2015-11-25,2,562
10914,10914,21645,2015-11-18,2,924
10915,10915,21646,2015-11-11,3,207
10916,10916,21647,2015-10-26,1,437
10917,10917,21650,2015-11-12,1,267
10918,10918,21651,2015-11-13,3,654
10919,10919,21652,2015-11-18,3,456
10920,10920,21653,2015-11-24,1,872
10921,10921,21687,2014-03-11,3,443
10922,10922,21689,2015-10-22,1,149
10923,10923,21690,2016-09-14,2,531
10924,10924,21691,2016-01-02,2,380
10925,10925,21694,2016-01-21,1,417
10926,10926,21695,2015-07-14,1,185
10927,10927,21697,2015-07-07,2,194
10928,10928,21698,2015-06-24,3,343
10929,10929,21700,2015-06-26,2,858
10930,10930,21701,2015-07-07,3,993
10931,10931,21702,2015-05-06,1,347
10932,10932,21703,2015-06-27,1,332
10933,10933,21704,2015-06-20,2,549
10934,10934,21705,2015-07-02,3,959
10935,10935,21706,2015-08-26,2,890
10936,10936,21707,2015-02-08,1,203
10937,10937,21708,2014-11-18,1,282
10938,10938,21712,2015-03-25,1,878
10939,10939,21713,2015-01-14,3,548
10940,10940,21714,2016-07-21,3,485
10941,10941,21715,2016-07-27,2,735
10942,10942,21717,2016-08-10,1,111
10943,10943,21719,2016-08-18,2,384
10944,10944,21739,2015-04-15,2,122
10945,10945,21743,2014-04-05,1,544
10946,10946,21758,2015-08-30,2,414
10947,10947,21759,2015-09-06,3,524
10948,10948,21762,2015-09-26,1,104
10949,10949,21765,2016-02-06,1,691
10950,10950,21766,2016-02-16,1,236
10951,10951,21720,2016-07-25,2,527
10952,10952,21721,2016-08-04,2,405
10953,10953,21723,2016-08-01,3,435
10954,10954,21724,2016-08-18,2,49
10955,10955,21726,2014-12-17,2,738
10956,10956,21730,2015-06-13,3,83
10957,10957,21767,2016-02-05,3,122
10958,10958,21771,2016-02-13,1,494
10959,10959,21775,2015-04-01,3,515
10960,10960,21783,2015-04-18,1,167
10961,10961,21785,2015-09-06,3,405
10962,10962,21769,2016-01-30,2,61
10963,10963,21789,2014-08-13,2,147
10964,10964,21770,2016-01-22,1,310
10965,10965,21773,2016-02-15,1,54
10966,10966,21774,2015-04-01,2,706
10967,10967,21781,2015-04-03,1,446
10968,10968,21784,2015-03-28,1,867
10969,10969,21788,2014-08-17,3,332
10970,10970,21791,2014-09-04,2,687
10971,10971,21792,2014-09-11,2,860
10972,10972,21795,2014-08-30,3,242
10973,10973,21733,2015-04-07,1,240
10974,10974,21798,2014-11-02,2,459
10975,10975,21734,2015-04-21,2,577
10976,10976,21736,2015-04-27,1,394
10977,10977,21738,2015-04-02,3,292
10978,10978,21740,2015-04-06,3,326
10979,10979,21804,2015-12-20,2,425
10980,10980,21744,2014-04-14,3,897
10981,10981,21806,2014-11-08,1,488
10982,10982,21746,2015-06-18,1,70
10983,10983,21808,2014-11-19,1,427
10984,10984,21747,2015-06-23,1,550
10985,10985,21814,2016-02-29,1,934
10986,10986,21749,2015-06-10,1,750
10987,10987,21818,2015-02-11,1,267
10988,10988,21751,2015-09-02,1,827
10989,10989,21822,2016-08-18,3,33
10990,10990,21754,2015-09-25,2,795
10991,10991,21825,2016-10-15,3,233
10992,10992,21755,2015-09-28,2,499
10993,10993,21827,2016-10-08,2,958
10994,10994,21801,2015-10-31,2,281
10995,10995,21803,2016-01-01,3,870
10996,10996,21805,2014-11-22,2,703
10997,10997,21809,2014-11-09,3,686
10998,10998,21811,2014-11-04,3,417
10999,10999,21815,2015-03-02,2,580
11000,11000,21819,2015-02-18,3,958
11001,11001,21821,2016-08-22,1,952
11002,11002,21823,2016-08-09,3,420
11003,11003,21828,2016-10-21,2,258
11004,11004,21829,2016-11-01,3,145
11005,11005,21830,2016-10-14,3,930
11006,11006,21831,2015-02-17,1,821
11007,11007,21833,2015-03-09,3,877
11008,11008,21838,2015-05-01,1,816
11009,11009,21840,2015-05-08,1,934
11010,11010,21844,2015-04-29,3,201
11011,11011,21836,2015-05-06,2,804
11012,11012,21846,2015-04-29,3,934
11013,11013,21837,2015-04-24,1,903
11014,11014,21839,2015-05-16,1,113
11015,11015,21845,2015-04-29,1,509
11016,11016,21848,2015-04-27,2,394
11017,11017,21850,2015-05-02,3,56
11018,11018,21852,2015-05-21,1,470
11019,11019,21858,2015-03-26,2,749
11020,11020,21859,2015-04-14,3,88
11021,11021,21861,2015-03-27,1,901
11022,11022,21862,2015-04-09,3,779
11023,11023,21863,2015-04-14,1,310
11024,11024,21865,2015-03-24,1,322
11025,11025,21866,2015-03-27,3,801
11026,11026,21867,2015-04-14,1,524
11027,11027,21899,2015-05-20,2,755
11028,11028,21868,2015-03-31,3,956
11029,11029,21870,2016-02-26,2,864
11030,11030,21875,2014-08-05,2,102
11031,11031,21876,2016-01-30,3,878
11032,11032,21880,2016-02-06,1,551
11033,11033,21887,2015-01-07,2,275
11034,11034,21893,2016-01-09,2,897
11035,11035,21883,2016-02-26,2,939
11036,11036,21885,2016-04-22,2,405
11037,11037,21889,2015-01-07,3,560
11038,11038,21891,2015-01-13,1,542
11039,11039,21894,2016-01-06,2,286
11040,11040,21898,2015-10-05,1,902
11041,11041,21909,2015-06-05,3,750
11042,11042,21911,2015-07-07,3,906
11043,11043,21938,2015-05-29,3,176
11044,11044,21913,2015-07-15,1,737
11045,11045,21886,2016-07-19,3,508
11046,11046,21888,2015-01-15,2,343
11047,11047,21895,2016-01-30,1,942
11048,11048,21905,2015-06-07,2,441
11049,11049,21910,2015-07-17,2,704
11050,11050,21912,2015-07-27,2,669
11051,11051,21914,2015-07-10,1,121
11052,11052,21919,2016-05-04,3,345
11053,11053,21918,2016-04-19,1,66
11054,11054,21927,2015-02-15,3,322
11055,11055,21924,2015-03-05,1,800
11056,11056,21928,2015-02-28,3,22
11057,11057,21929,2016-08-27,3,256
11058,11058,21930,2016-09-03,1,929
11059,11059,21931,2016-09-07,1,920
11060,11060,21933,2014-12-15,2,687
11061,11061,21942,2016-02-13,1,58
11062,11062,21943,2016-02-07,2,76
11063,11063,21944,2016-02-20,2,675
11064,11064,21946,2016-02-14,3,696
11065,11065,21950,2016-02-16,3,612
11066,11066,21955,2016-09-08,1,559
11067,11067,21958,2015-08-30,2,199
11068,11068,21959,2016-10-16,2,302
11069,11069,21963,2015-07-04,3,578
11070,11070,21967,2014-05-31,2,717
11071,11071,21968,2016-10-04,1,615
11072,11072,21970,2016-09-24,3,576
11073,11073,21971,2016-09-24,1,110
11074,11074,21972,2016-03-04,2,300
11075,11075,21976,2014-04-21,2,439
11076,11076,21977,2015-10-06,2,699
11077,11077,21978,2015-09-25,3,159
11078,11078,21980,2015-12-09,2,504
11079,11079,21981,2015-12-15,1,96
11080,11080,21982,2015-12-03,2,481
11081,11081,21986,2016-09-04,3,949
11082,11082,21989,2016-07-07,2,864
11083,11083,21994,2016-07-11,2,522
11084,11084,21997,2015-03-20,3,915
11085,11085,22001,2015-12-14,3,172
11086,11086,22002,2015-12-12,3,1000
11087,11087,22007,2015-07-04,3,59
11088,11088,22010,2016-04-02,3,548
11089,11089,22011,2016-03-22,2,450
11090,11090,22012,2016-03-19,1,809
11091,11091,22014,2015-03-29,1,254
11092,11092,22016,2015-03-29,3,345
11093,11093,22018,2015-03-28,2,939
11094,11094,22019,2015-03-28,3,184
11095,11095,22020,2015-06-15,2,493
11096,11096,22021,2016-08-18,2,5
11097,11097,22035,2014-03-14,3,672
11098,11098,22037,2015-05-15,3,325
11099,11099,22039,2015-04-28,3,924
11100,11100,22041,2015-04-24,3,704
11101,11101,22043,2016-01-19,2,262
11102,11102,22045,2016-05-08,3,693
11103,11103,22031,2014-08-15,1,13
11104,11104,22048,2015-12-14,2,700
11105,11105,22033,2014-02-26,1,138
11106,11106,22034,2014-03-14,3,165
11107,11107,22050,2015-07-28,1,284
11108,11108,22023,2016-03-27,2,974
11109,11109,22051,2015-07-06,3,92
11110,11110,22024,2014-06-06,3,332
11111,11111,22052,2015-07-01,3,484
11112,11112,22053,2015-07-07,1,107
11113,11113,22026,2014-05-29,3,751
11114,11114,22027,2014-06-05,3,516
11115,11115,22030,2014-08-03,1,978
11116,11116,22032,2014-03-19,3,692
11117,11117,22046,2016-05-20,1,490
11118,11118,22055,2016-03-03,3,332
11119,11119,22056,2016-03-04,3,323
11120,11120,22058,2016-02-25,1,282
11121,11121,22059,2016-03-04,2,263
11122,11122,22060,2016-02-24,3,582
11123,11123,22061,2015-09-27,2,485
11124,11124,22062,2015-10-11,2,64
11125,11125,22064,2015-09-18,1,15
11126,11126,22065,2016-03-08,2,78
11127,11127,22068,2015-03-25,1,294
11128,11128,22072,2015-12-11,3,24
11129,11129,22075,2014-08-30,3,10
11130,11130,22077,2014-12-08,2,894
11131,11131,22079,2014-12-05,2,360
11132,11132,22081,2014-12-08,1,604
11133,11133,22083,2014-09-06,1,434
11134,11134,22085,2016-06-29,3,834
11135,11135,22086,2016-06-06,2,333
11136,11136,22087,2016-06-19,2,350
11137,11137,22088,2016-06-10,3,604
11138,11138,22090,2016-06-26,2,50
11139,11139,22091,2016-06-13,1,76
11140,11140,22113,2014-08-19,1,263
11141,11141,22092,2016-06-16,2,431
11142,11142,22093,2016-06-30,2,340
11143,11143,22094,2016-06-04,3,928
11144,11144,22095,2016-06-24,2,797
11145,11145,22099,2015-01-16,1,202
11146,11146,22100,2014-12-10,1,577
11147,11147,22102,2016-10-25,2,281
11148,11148,22106,2015-04-23,3,687
11149,11149,22107,2015-04-25,3,923
11150,11150,22111,2015-04-21,3,140
11151,11151,22124,2015-02-22,2,31
11152,11152,22126,2016-01-18,2,603
11153,11153,22114,2015-12-27,1,72
11154,11154,22131,2015-04-04,2,898
11155,11155,22115,2015-09-22,2,274
11156,11156,22133,2015-04-08,2,544
11157,11157,22116,2015-09-07,3,674
11158,11158,22136,2014-06-14,3,727
11159,11159,22117,2015-09-09,3,924
11160,11160,22144,2016-04-30,3,437
11161,11161,22118,2015-09-16,2,110
11162,11162,22156,2016-05-07,1,16
11163,11163,22125,2016-01-05,2,874
11164,11164,22160,2015-04-15,1,486
11165,11165,22132,2015-05-02,1,655
11166,11166,22162,2015-04-24,3,133
11167,11167,22168,2015-04-12,3,506
11168,11168,22142,2015-01-18,2,27
11169,11169,22172,2015-04-23,2,166
11170,11170,22145,2016-05-01,2,723
11171,11171,22175,2015-02-13,1,623
11172,11172,22137,2016-01-14,2,475
11173,11173,22147,2016-04-26,1,150
11174,11174,22169,2015-04-11,3,684
11175,11175,22177,2016-07-21,1,416
11176,11176,22151,2015-02-14,3,243
11177,11177,22179,2016-06-26,2,410
11178,11178,22181,2015-10-08,3,37
11179,11179,22153,2015-05-25,1,846
11180,11180,22186,2016-10-04,2,420
11181,11181,22155,2016-05-16,3,559
11182,11182,22188,2015-11-13,3,313
11183,11183,22157,2016-05-14,2,839
11184,11184,22192,2015-06-07,3,404
11185,11185,22159,2015-03-28,2,12
11186,11186,22201,2015-11-15,3,292
11187,11187,22194,2015-06-16,2,828
11188,11188,22163,2015-03-28,2,223
11189,11189,22197,2016-08-18,1,795
11190,11190,22174,2015-05-15,2,618
11191,11191,22199,2015-10-21,2,395
11192,11192,22176,2016-06-28,2,459
11193,11193,22203,2015-12-08,1,242
11194,11194,22178,2016-07-05,2,114
11195,11195,22204,2015-11-29,2,73
11196,11196,22207,2015-04-05,3,121
11197,11197,22210,2015-03-19,1,837
11198,11198,22211,2015-03-23,3,415
11199,11199,22212,2015-03-27,2,365
11200,11200,22214,2015-03-18,2,551
11201,11201,22216,2015-05-17,2,562
11202,11202,22218,2015-06-18,2,585
11203,11203,22220,2016-02-24,3,29
11204,11204,22221,2016-02-15,2,319
11205,11205,22224,2016-02-09,3,334
11206,11206,22227,2016-01-06,3,66
11207,11207,22229,2015-04-07,3,495
11208,11208,22231,2015-02-15,1,90
11209,11209,22232,2015-02-06,1,91
11210,11210,22234,2015-01-22,1,617
11211,11211,22237,2015-07-22,3,904
11212,11212,22238,2015-07-04,1,690
11213,11213,22239,2015-07-12,1,726
11214,11214,22240,2015-07-07,2,560
11215,11215,22241,2015-07-29,3,637
11216,11216,22242,2015-07-30,1,497
11217,11217,22244,2015-07-11,3,730
11218,11218,22246,2015-07-29,1,601
11219,11219,22248,2015-07-06,1,655
11220,11220,22249,2015-07-03,3,568
11221,11221,22252,2015-07-04,2,209
11222,11222,22254,2016-12-09,3,98
11223,11223,22255,2016-11-27,1,91
11224,11224,22256,2016-11-27,1,192
11225,11225,22258,2015-07-23,1,376
11226,11226,22259,2015-06-23,2,130
11227,11227,22260,2015-07-15,2,404
11228,11228,22261,2015-07-02,2,713
11229,11229,22262,2015-07-02,2,402
11230,11230,22263,2015-07-11,3,143
11231,11231,22264,2015-06-29,2,246
11232,11232,22265,2015-07-12,1,869
11233,11233,22266,2015-06-26,3,499
11234,11234,22285,2015-01-06,1,362
11235,11235,22278,2015-07-04,1,22
11236,11236,22270,2015-06-25,3,711
11237,11237,22272,2015-07-15,1,911
11238,11238,22288,2015-01-27,2,789
11239,11239,22306,2015-10-24,3,896
11240,11240,22308,2014-03-27,1,891
11241,11241,22316,2016-07-26,1,861
11242,11242,22318,2015-05-19,1,937
11243,11243,22321,2016-03-05,3,299
11244,11244,22280,2016-05-22,2,215
11245,11245,22327,2016-05-27,3,473
11246,11246,22296,2016-04-08,2,151
11247,11247,22329,2016-06-01,3,485
11248,11248,22298,2015-12-19,3,559
11249,11249,22331,2014-09-06,1,691
11250,11250,22312,2017-01-15,3,392
11251,11251,22313,2016-07-23,2,563
11252,11252,22315,2015-01-04,2,918
11253,11253,22282,2016-05-09,3,277
11254,11254,22336,2015-06-29,3,163
11255,11255,22287,2015-01-31,2,474
11256,11256,22337,2015-06-28,3,60
11257,11257,22295,2015-11-01,1,462
11258,11258,22345,2015-11-03,1,128
11259,11259,22297,2016-04-27,1,180
11260,11260,22349,2015-11-17,1,583
11261,11261,22299,2015-11-27,3,957
11262,11262,22357,2015-06-02,3,271
11263,11263,22302,2015-12-16,3,133
11264,11264,22340,2014-03-19,1,448
11265,11265,22342,2017-02-06,3,817
11266,11266,22322,2016-04-11,3,525
11267,11267,22324,2015-04-19,2,46
11268,11268,22326,2016-05-13,2,631
11269,11269,22328,2016-06-04,1,303
11270,11270,22333,2015-07-09,3,437
11271,11271,22334,2016-07-05,2,797
11272,11272,22335,2016-11-17,3,91
11273,11273,22339,2015-07-04,1,301
11274,11274,22341,2015-09-26,2,491
11275,11275,22343,2017-02-14,2,132
11276,11276,22344,2015-03-28,2,720
11277,11277,22352,2015-06-27,3,358
11278,11278,22354,2015-06-04,2,343
11279,11279,22356,2015-06-27,2,898
11280,11280,22358,2015-05-28,2,790
11281,11281,22364,2015-10-13,2,613
11282,11282,22367,2015-01-08,3,227
11283,11283,22369,2016-10-21,1,414
11284,11284,22370,2016-11-05,2,46
11285,11285,22372,2016-08-12,2,109
11286,11286,22374,2016-08-09,2,637
11287,11287,22375,2016-04-27,1,690
11288,11288,22376,2016-07-16,2,281
11289,11289,22378,2016-07-01,1,76
11290,11290,22381,2015-04-21,1,521
11291,11291,22382,2015-04-22,1,90
11292,11292,22384,2015-08-18,1,483
